nim,nama,jenis_kelamin,angkatan,status_mahasiswa,id_prodi,asal_daerah,id_univ
240004587,Vicky Mansur,L,2021,Aktif,PRODI10,Sulawesi Barat,1
240004590,Ida Pudjiastuti,L,2023,Aktif,PRODI13,Sumatera Utara,2
240004591,Bakiono Wahyudin,L,2024,Cuti,PRODI16,Sulawesi Tenggara,2
240004593,Iriana Saragih,P,2022,Nonaktif,PRODI13,Kepulauan Riau,2
240004595,Carub Sihombing,P,2023,Aktif,PRODI29,Sumatera Barat,2
240004597,Sutan Wadi Wasita,L,2024,Aktif,PRODI11,Bali,2
240004598,Lurhur Anggriawan,P,2022,Aktif,PRODI32,Sulawesi Tenggara,2
240004599,Keisha Yuliarti,P,2020,Lulus,PRODI21,Jawa Barat,2
240004602,Tasnim Prastuti,P,2020,Lulus,PRODI12,Kalimantan Tengah,2
240004603,Tugiman Manullang,P,2020,Lulus,PRODI29,Maluku,2
240004605,Paiman Halimah,L,2020,Cuti,PRODI09,Sumatera Selatan,1
240004606,Hamima Waluyo,P,2021,Cuti,PRODI04,Jawa Barat,1
240004608,Rahmi Prasetyo,L,2024,Nonaktif,PRODI33,Kalimantan Tengah,2
240004612,Hesti Wibowo,P,2022,Aktif,PRODI34,Maluku,2
240004613,H. Kusuma Riyanti,P,2020,Lulus,PRODI37,Sulawesi Tenggara,2
240004614,Teguh Zulkarnain,L,2023,Aktif,PRODI18,Sumatera Utara,2
240004616,Drs. Bagya Pranowo,L,2023,Aktif,PRODI33,Kalimantan Barat,2
240004618,Drs. Ani Ardianto,P,2022,Aktif,PRODI35,Papua Barat,2
240004623,Edward Jailani,P,2024,Aktif,PRODI13,Nusa Tenggara Barat,2
240004624,Juli Suryono,P,2023,Aktif,PRODI23,Kalimantan Tengah,2
240004625,Kani Sihombing,P,2021,Aktif,PRODI29,Papua,2
240004626,Asmadi Hassanah,P,2020,Lulus,PRODI30,Kalimantan Timur,2
240004627,Ana Damanik,P,2021,Aktif,PRODI04,Maluku,1
240004630,Oni Adriansyah,P,2020,Nonaktif,PRODI35,Gorontalo,2
240004631,R. Galar Siregar,P,2024,Aktif,PRODI09,Bali,1
240004632,Janet Budiman,P,2023,Aktif,PRODI33,Papua Barat,2
240004634,Drs. Puji Habibi,L,2021,Aktif,PRODI23,Sumatera Barat,2
240004635,Cinthia Wacana,L,2020,Drop Out,PRODI18,Sulawesi Barat,2
240004636,Uchita Yuliarti,L,2020,Lulus,PRODI36,Kalimantan Tengah,2
240004638,Kasiyah Dongoran,P,2020,Aktif,PRODI35,Kalimantan Selatan,2
240004639,Rudi Kusmawati,P,2022,Aktif,PRODI10,Kalimantan Timur,1
240004641,Kunthara Usamah,P,2023,Aktif,PRODI13,Sumatera Barat,2
240004642,Dt. Raditya Namaga,P,2023,Aktif,PRODI27,Kalimantan Timur,2
240004643,drg. Eka Sitompul,P,2020,Lulus,PRODI11,Aceh,2
240004644,Rika Sihombing,L,2020,Lulus,PRODI12,Riau,2
240004646,Wani Hutasoit,L,2020,Lulus,PRODI30,Jawa Tengah,2
240004648,Pranata Sinaga,L,2021,Aktif,PRODI09,Jawa Tengah,1
240004649,Tgk. Tania Setiawan,L,2021,Aktif,PRODI32,DKI Jakarta,2
240004652,Titin Narpati,P,2024,Aktif,PRODI34,Banten,2
240004653,Banara Maulana,P,2024,Aktif,PRODI18,Bengkulu,2
240004655,Chandra Najmudin,L,2020,Lulus,PRODI23,Kalimantan Tengah,2
240004659,Farhunnisa Laksita,L,2022,Aktif,PRODI36,Bangka Belitung,2
240004660,Dr. Bakti Kurniawan,P,2024,Aktif,PRODI23,Gorontalo,2
240004661,Lintang Yuliarti,L,2023,Cuti,PRODI29,Jawa Timur,2
240004663,Akarsana Hassanah,L,2022,Aktif,PRODI30,Gorontalo,2
240004664,KH. Candrakanta Jailani,P,2021,Aktif,PRODI04,Gorontalo,1
240004665,Ir. Ajeng Marbun,P,2023,Aktif,PRODI34,Papua,2
240004667,Rusman Utama,L,2024,Aktif,PRODI12,Jawa Barat,2
240004669,Caket Uwais,L,2020,Cuti,PRODI30,Kalimantan Barat,2
240004670,drg. Raden Pradipta,L,2020,Lulus,PRODI12,Kalimantan Utara,2
240004671,Uda Iswahyudi,P,2023,Aktif,PRODI32,DI Yogyakarta,2
240004672,Jinawi Pertiwi,L,2021,Aktif,PRODI23,Bengkulu,2
240004674,Vega Pangestu,P,2024,Nonaktif,PRODI13,Kalimantan Timur,2
240004676,Zizi Saragih,L,2021,Aktif,PRODI16,Sumatera Utara,2
240004678,Gantar Widodo,P,2023,Aktif,PRODI30,Kepulauan Riau,2
240004681,Waluyo Mayasari,P,2023,Aktif,PRODI37,Papua,2
240004682,Vanya Situmorang,L,2021,Aktif,PRODI11,Bangka Belitung,2
240004683,Aisyah Tarihoran,P,2023,Aktif,PRODI09,Sumatera Selatan,1
240004685,Gantar Aryani,L,2022,Aktif,PRODI35,Kepulauan Riau,2
240004686,R.M. Jaya Sitorus,L,2021,Nonaktif,PRODI21,Bangka Belitung,2
240004687,Dt. Wawan Hastuti,L,2020,Lulus,PRODI35,Kalimantan Selatan,2
240004688,Ratna Prayoga,L,2021,Nonaktif,PRODI07,Papua,2
240004689,Sutan Balamantri Pertiwi,P,2022,Aktif,PRODI10,Sumatera Barat,1
240004693,Ir. Kasiran Rahayu,P,2023,Aktif,PRODI09,Jawa Barat,1
240004696,Azalea Andriani,P,2021,Aktif,PRODI09,Jawa Barat,1
240004697,Daliono Usada,L,2021,Aktif,PRODI04,Kalimantan Barat,1
240004699,Kawaca Budiyanto,L,2021,Aktif,PRODI29,Sulawesi Selatan,2
240004700,drg. Hani Yuliarti,L,2020,Drop Out,PRODI35,Sumatera Barat,2
240004701,Rizki Tarihoran,P,2020,Lulus,PRODI25,Jambi,2
240004703,Ulva Wibisono,P,2020,Aktif,PRODI30,Bengkulu,2
240004704,Cici Lailasari,L,2023,Aktif,PRODI37,Papua,2
240004705,Yuni Rahayu,L,2021,Aktif,PRODI21,Jambi,2
240004706,Amalia Nasyidah,L,2020,Lulus,PRODI35,Jawa Timur,2
240004708,Yance Kuswandari,P,2023,Aktif,PRODI09,Sumatera Selatan,1
240004709,Nurul Damanik,L,2020,Nonaktif,PRODI32,Jawa Tengah,2
240004711,Mumpuni Sihombing,P,2021,Nonaktif,PRODI10,Nusa Tenggara Barat,1
240004714,Gada Nababan,P,2020,Lulus,PRODI04,Maluku,1
240004715,Artawan Ardianto,L,2021,Aktif,PRODI36,DI Yogyakarta,2
240004717,Faizah Suryono,L,2022,Aktif,PRODI27,Nusa Tenggara Barat,2
240004718,Gandewa Iswahyudi,P,2022,Aktif,PRODI11,Bangka Belitung,2
240004720,Juli Usada,L,2022,Aktif,PRODI25,Sumatera Selatan,2
240004721,Hj. Rachel Susanti,L,2021,Aktif,PRODI09,Maluku Utara,1
240004724,Kadir Suryono,P,2024,Aktif,PRODI34,Sulawesi Barat,2
240004725,H. Gaduh Sitompul,L,2022,Aktif,PRODI37,Papua Barat,2
240004726,Asmadi Purnawati,P,2021,Aktif,PRODI36,Gorontalo,2
240004727,Tgk. Garan Hidayat,P,2021,Aktif,PRODI04,Jawa Tengah,1
240004731,Ulva Prakasa,P,2022,Aktif,PRODI27,Nusa Tenggara Barat,2
240004732,H. Estiono Prasetya,L,2024,Aktif,PRODI04,Banten,1
240004734,Drs. Farhunnisa Mulyani,L,2024,Aktif,PRODI21,Bangka Belitung,2
240004736,Lutfan Yuliarti,P,2022,Cuti,PRODI33,Sulawesi Barat,2
240004738,Farhunnisa Palastri,P,2022,Aktif,PRODI29,Jawa Tengah,2
240004740,Anom Gunarto,L,2020,Aktif,PRODI29,Sulawesi Tengah,2
240004743,Sutan Anggabaya Prasetya,P,2021,Aktif,PRODI21,Aceh,2
240004744,dr. Samiah Thamrin,L,2022,Drop Out,PRODI25,Nusa Tenggara Timur,2
240004746,Okta Widodo,L,2020,Lulus,PRODI35,Kepulauan Riau,2
240004747,Rika Hutagalung,P,2024,Aktif,PRODI18,Jambi,2
240004748,Langgeng Sihombing,P,2023,Cuti,PRODI14,Nusa Tenggara Timur,2
240004750,Bahuraksa Agustina,P,2020,Lulus,PRODI14,Bengkulu,2
240004751,Fathonah Firmansyah,L,2020,Lulus,PRODI18,Papua,2
240004752,Heru Prasasta,L,2023,Drop Out,PRODI33,Sulawesi Tenggara,2
240004754,Nasim Wijayanti,P,2023,Aktif,PRODI27,Sulawesi Tenggara,2
240004755,Galur Irawan,P,2024,Aktif,PRODI33,Aceh,2
240004756,Darman Pudjiastuti,L,2023,Aktif,PRODI32,Bengkulu,2
240004758,drg. Adikara Pradipta,L,2023,Aktif,PRODI04,Kalimantan Timur,1
240004760,Puti Gilda Simbolon,P,2020,Lulus,PRODI10,Sulawesi Tengah,1
240004763,Raharja Sinaga,P,2020,Cuti,PRODI07,Kalimantan Selatan,2
240004764,dr. Ami Pratama,L,2024,Aktif,PRODI07,Kalimantan Barat,2
240004765,Kajen Farida,P,2024,Aktif,PRODI23,Bali,2
240004766,Carla Suryono,P,2022,Nonaktif,PRODI12,Kalimantan Barat,2
240004767,Samsul Sihombing,L,2021,Aktif,PRODI35,Sulawesi Barat,2
240004768,T. Harjasa Nasyidah,L,2022,Aktif,PRODI27,Sulawesi Utara,2
240004771,Hilda Sinaga,L,2022,Aktif,PRODI23,Kepulauan Riau,2
240004774,Puti Ciaobella Haryanto,P,2024,Aktif,PRODI16,Bali,2
240004777,Prayoga Laksmiwati,P,2021,Aktif,PRODI14,Sumatera Barat,2
240004778,Yunita Najmudin,P,2022,Aktif,PRODI16,Nusa Tenggara Barat,2
240004779,Artanto Laksita,L,2024,Aktif,PRODI12,Lampung,2
240004780,Sutan Artanto Kusumo,P,2020,Lulus,PRODI10,Gorontalo,1
240004781,Ganep Rahayu,L,2023,Aktif,PRODI27,Maluku Utara,2
240004782,Lurhur Wibowo,P,2024,Aktif,PRODI36,Papua Barat,2
240004783,Olivia Gunawan,P,2024,Aktif,PRODI11,Kalimantan Utara,2
240004784,Kamila Anggriawan,L,2023,Cuti,PRODI13,Sulawesi Tenggara,2
240004788,Fitriani Maryadi,L,2020,Lulus,PRODI07,Bali,2
240004789,Hafshah Marbun,P,2020,Lulus,PRODI16,Sulawesi Utara,2
240004790,drg. Elisa Mustofa,L,2021,Cuti,PRODI11,Sumatera Barat,2
240004791,Ismail Ardianto,P,2022,Aktif,PRODI23,Kalimantan Selatan,2
240004792,Kania Sitompul,P,2023,Aktif,PRODI04,Nusa Tenggara Timur,1
240004794,Raden Kusmawati,L,2023,Aktif,PRODI07,Jawa Tengah,2
240004795,Belinda Sitompul,P,2021,Aktif,PRODI10,Bengkulu,1
240004796,drg. Hari Sihombing,P,2020,Drop Out,PRODI04,Kalimantan Barat,1
240004797,KH. Ihsan Napitupulu,L,2022,Aktif,PRODI27,DKI Jakarta,2
240004799,Kardi Nababan,P,2024,Aktif,PRODI14,Sulawesi Tengah,2
240004801,Irma Fujiati,L,2020,Aktif,PRODI11,Banten,2
240004802,Ir. Nyana Ardianto,P,2023,Aktif,PRODI16,Sumatera Selatan,2
240004806,Paulin Mandasari,P,2023,Aktif,PRODI29,Riau,2
240004807,Surya Hutasoit,L,2021,Aktif,PRODI29,Sulawesi Selatan,2
240004811,Rika Ramadan,P,2023,Aktif,PRODI07,DI Yogyakarta,2
240004812,Mitra Winarsih,P,2024,Aktif,PRODI23,Bengkulu,2
240004813,Aditya Laksita,P,2023,Aktif,PRODI37,Maluku,2
240004814,Tgk. Dodo Waskita,L,2024,Cuti,PRODI35,Nusa Tenggara Barat,2
240004815,Uchita Sihombing,L,2024,Nonaktif,PRODI21,Kalimantan Tengah,2
240004816,R. Cemplunk Winarsih,L,2021,Aktif,PRODI14,Bengkulu,2
240004817,Dt. Liman Saputra,P,2023,Aktif,PRODI27,DKI Jakarta,2
240004818,Agnes Saefullah,P,2022,Aktif,PRODI07,DI Yogyakarta,2
240004820,Yani Marbun,L,2020,Lulus,PRODI04,Jambi,1
240004821,T. Kunthara Manullang,L,2020,Lulus,PRODI10,Sumatera Barat,1
240004822,R. Tami Haryanto,P,2021,Aktif,PRODI07,Papua Barat,2
240004823,Kalim Budiyanto,P,2024,Aktif,PRODI36,Kepulauan Riau,2
240004825,Puti Yulia Mulyani,L,2020,Nonaktif,PRODI13,Sumatera Barat,2
240004827,Amalia Zulkarnain,L,2024,Aktif,PRODI32,Gorontalo,2
240004830,Lanjar Sihombing,L,2020,Aktif,PRODI04,Gorontalo,1
240004833,Kurnia Suwarno,P,2021,Aktif,PRODI36,Nusa Tenggara Barat,2
240004837,R.A. Karen Nasyiah,L,2024,Aktif,PRODI09,DKI Jakarta,1
240004838,Gamblang Permadi,P,2024,Aktif,PRODI07,Kalimantan Tengah,2
240004839,Capa Uwais,L,2021,Aktif,PRODI07,Riau,2
240004841,Genta Uyainah,P,2020,Aktif,PRODI07,Maluku,2
240004843,Emong Hutasoit,P,2020,Drop Out,PRODI21,Riau,2
240004845,Raden Hastuti,L,2021,Aktif,PRODI33,Kalimantan Utara,2
240004846,Halim Santoso,P,2024,Aktif,PRODI21,Sulawesi Tenggara,2
240004847,Bancar Hariyah,L,2023,Aktif,PRODI14,Gorontalo,2
240004848,Rafi Pratiwi,P,2024,Aktif,PRODI18,Sulawesi Utara,2
240004849,Saadat Mangunsong,P,2020,Lulus,PRODI33,DI Yogyakarta,2
240004851,Cut Calista Lestari,P,2020,Aktif,PRODI29,Papua,2
240004852,Gangsa Purwanti,P,2020,Lulus,PRODI09,Kalimantan Timur,1
240004853,Vera Wasita,L,2024,Aktif,PRODI30,Bengkulu,2
240004859,Nadia Padmasari,L,2020,Lulus,PRODI18,Sulawesi Tengah,2
240004861,Parman Fujiati,L,2023,Aktif,PRODI13,Jawa Timur,2
240004865,Maimunah Mandasari,P,2023,Aktif,PRODI25,Kepulauan Riau,2
240004867,Purwa Wacana,L,2023,Aktif,PRODI30,Kalimantan Timur,2
240004869,Ida Laksita,P,2024,Aktif,PRODI32,Kalimantan Utara,2
240004870,H. Catur Nababan,P,2022,Aktif,PRODI10,Sumatera Utara,1
240004871,Bakidin Marbun,L,2023,Aktif,PRODI04,Nusa Tenggara Barat,1
240004877,Elisa Kurniawan,P,2024,Aktif,PRODI18,Sumatera Utara,2
240004880,Farhunnisa Januar,P,2022,Aktif,PRODI35,Sulawesi Barat,2
240004881,Puti Jasmin Sudiati,P,2021,Aktif,PRODI10,Kalimantan Selatan,1
240004885,Drs. Prayitna Lestari,P,2023,Aktif,PRODI23,Jawa Timur,2
240004887,Ajiman Waluyo,L,2024,Aktif,PRODI35,Sumatera Barat,2
240004888,Syahrini Wahyuni,L,2024,Aktif,PRODI36,Kalimantan Selatan,2
240004891,R. Pangeran Budiyanto,L,2023,Aktif,PRODI16,Sumatera Selatan,2
240004893,Tantri Aryani,L,2024,Aktif,PRODI36,Lampung,2
240004894,Martana Budiyanto,L,2021,Aktif,PRODI29,Maluku,2
240004895,dr. Nilam Jailani,L,2023,Aktif,PRODI14,Nusa Tenggara Barat,2
240004896,dr. Daliman Hartati,L,2024,Aktif,PRODI36,Sumatera Selatan,2
240004897,drg. Ade Wasita,P,2020,Lulus,PRODI21,Kalimantan Utara,2
240004898,Shakila Anggraini,L,2021,Aktif,PRODI34,Sulawesi Barat,2
240004901,Ir. Najib Yolanda,P,2023,Aktif,PRODI36,Bengkulu,2
240004909,KH. Jefri Sitorus,P,2024,Aktif,PRODI13,Bengkulu,2
240004911,Drs. Sadina Rahmawati,L,2020,Lulus,PRODI13,Jawa Tengah,2
240004914,Kariman Andriani,P,2021,Aktif,PRODI35,Jawa Tengah,2
240004919,Hani Rahayu,P,2024,Nonaktif,PRODI35,Sumatera Barat,2
240004921,Salwa Wijaya,L,2024,Aktif,PRODI36,Sulawesi Tengah,2
240004922,Tgk. Anita Manullang,L,2022,Aktif,PRODI04,Nusa Tenggara Timur,1
240004925,Ir. Wulan Tamba,L,2024,Nonaktif,PRODI29,Sumatera Barat,2
240004930,Dadi Tamba,P,2023,Aktif,PRODI33,Kalimantan Selatan,2
240004931,Nasab Maulana,L,2022,Cuti,PRODI32,Jawa Timur,2
240004933,dr. Sabar Sihombing,P,2024,Aktif,PRODI18,Gorontalo,2
240004934,Edward Susanti,P,2020,Aktif,PRODI10,Jawa Timur,1
240004935,KH. Chandra Prasetya,L,2024,Aktif,PRODI33,Maluku,2
240004939,Tina Gunarto,P,2021,Aktif,PRODI21,Jawa Barat,2
240004942,R. Atma Maryadi,L,2024,Aktif,PRODI27,DI Yogyakarta,2
240004946,Harjo Salahudin,P,2023,Aktif,PRODI10,Bangka Belitung,1
240004948,Sutan Gandi Hardiansyah,L,2021,Aktif,PRODI18,Jambi,2
240004949,Ivan Kusmawati,P,2022,Aktif,PRODI16,Sumatera Utara,2
240004952,Diana Astuti,L,2020,Aktif,PRODI21,Jambi,2
240004955,Ibrahim Hutagalung,L,2023,Aktif,PRODI21,Sumatera Selatan,2
240004956,Syahrini Astuti,P,2023,Aktif,PRODI12,DKI Jakarta,2
240004957,Humaira Permata,L,2021,Aktif,PRODI33,Jambi,2
240004958,Puti Zaenab Situmorang,P,2024,Aktif,PRODI18,Bangka Belitung,2
240004959,Jayadi Sudiati,P,2024,Aktif,PRODI12,DI Yogyakarta,2
240004960,drg. Fitria Napitupulu,P,2024,Aktif,PRODI11,Riau,2
240004961,Budi Prastuti,P,2021,Aktif,PRODI27,Lampung,2
240004962,Yusuf Anggraini,L,2021,Aktif,PRODI16,Nusa Tenggara Timur,2
240004964,Raden Nasyiah,P,2024,Cuti,PRODI16,Nusa Tenggara Timur,2
240004965,Tgk. Genta Prasetyo,L,2022,Aktif,PRODI12,Jawa Tengah,2
240004967,Pia Prasetyo,L,2020,Drop Out,PRODI18,Sulawesi Barat,2
240004968,Ulva Namaga,L,2021,Aktif,PRODI07,Papua Barat,2
240004970,Emil Tarihoran,L,2020,Aktif,PRODI29,Bengkulu,2
240004972,Banara Lestari,P,2022,Aktif,PRODI10,Jawa Barat,1
240004975,Qori Riyanti,P,2020,Lulus,PRODI32,Kepulauan Riau,2
240004979,Fitriani Pangestu,P,2023,Aktif,PRODI36,Bali,2
240004980,Vinsen Sinaga,P,2020,Lulus,PRODI23,Riau,2
240004981,Intan Kuswandari,P,2023,Aktif,PRODI34,Nusa Tenggara Barat,2
240004982,Genta Prabowo,P,2021,Aktif,PRODI10,Papua,1
240004983,Kusuma Pranowo,P,2022,Aktif,PRODI09,Jawa Tengah,1
240004984,Lurhur Purnawati,L,2023,Cuti,PRODI04,Maluku Utara,1
240004985,Sutan Nyoman Yulianti,P,2020,Lulus,PRODI18,Kalimantan Utara,2
240004988,Ir. Purwadi Suartini,P,2021,Aktif,PRODI13,Sulawesi Tengah,2
240004989,Asman Palastri,P,2020,Lulus,PRODI36,Sumatera Barat,2
240004990,R.M. Prabu Puspasari,L,2021,Aktif,PRODI18,Sulawesi Selatan,2
240004992,Rahmi Tampubolon,L,2021,Aktif,PRODI32,Gorontalo,2
240004993,Septi Napitupulu,P,2020,Aktif,PRODI13,Kalimantan Barat,2
240004994,Lanang Firmansyah,L,2020,Nonaktif,PRODI23,Kalimantan Tengah,2
240004995,Dr. Yusuf Suryatmi,L,2022,Aktif,PRODI12,Papua Barat,2
240004997,Kacung Wacana,P,2020,Cuti,PRODI25,Jawa Timur,2
240004999,Legawa Hutagalung,P,2021,Aktif,PRODI35,Kalimantan Utara,2
240005000,Oliva Puspasari (Baru),P,2023,Aktif,PRODI07,Jawa Barat,2
240005001,Wirda Farida (Baru),L,2023,Aktif,PRODI07,Sumatera Utara,2
240005002,Belinda Wahyuni (Baru),L,2024,Aktif,PRODI32,Jawa Barat,2
240005003,Kayla Budiman (Baru),L,2023,Aktif,PRODI11,Jawa Timur,2
240005004,dr. Cahyadi Lailasari,L,2024,Nonaktif,PRODI07,Kalimantan Selatan,2
240005005,Ganep Rahayu (Baru),L,2023,Aktif,PRODI27,Sumatera Utara,2
240005006,Dt. Jefri Aryani (Baru),L,2022,Aktif,PRODI32,Sulawesi Utara,2
240005007,Daliono Usada (Baru),L,2021,Aktif,PRODI04,Nusa Tenggara Timur,1
240005008,Iriana Tarihoran,P,2024,Aktif,PRODI18,Sumatera Barat,2
240005009,Kayla Prabowo (Baru),L,2022,Drop Out,PRODI35,Nusa Tenggara Barat,2
240005010,Prasetyo Yuniar,P,2021,Aktif,PRODI04,Nusa Tenggara Barat,1
240005011,Daruna Situmorang,P,2024,Aktif,PRODI23,Maluku,2
240005012,Gamblang Permadi (Baru),P,2024,Aktif,PRODI07,Kalimantan Selatan,2
240005013,Aisyah Puspasari (Baru),L,2020,Lulus,PRODI36,DKI Jakarta,2
240005014,Yani Firgantoro (Baru),L,2020,Lulus,PRODI16,Lampung,2
240005015,Paulin Pertiwi (Baru),L,2023,Aktif,PRODI32,Lampung,2
240005016,drg. Raden Pradipta (Baru),L,2020,Aktif,PRODI12,Jambi,2
240005017,Dr. Fitria Najmudin,L,2021,Aktif,PRODI07,Riau,2
240005018,dr. Bella Susanti,P,2020,Aktif,PRODI29,Sulawesi Tenggara,2
240005019,H. Kusuma Riyanti (Baru),P,2020,Cuti,PRODI37,Papua,2
240005020,R. Banara Putra,P,2022,Aktif,PRODI10,Maluku Utara,1
240005021,drg. Kunthara Susanti (Baru),L,2024,Aktif,PRODI14,Sulawesi Barat,2
240005022,Aisyah Tarihoran (Baru),P,2023,Aktif,PRODI09,Papua Barat,1
240005023,Usyi Rahmawati (Baru),P,2022,Aktif,PRODI09,DI Yogyakarta,1
240005024,Ir. Kamila Andriani,P,2021,Aktif,PRODI37,Bengkulu,2
240005025,Ifa Wijaya,L,2022,Aktif,PRODI16,Jawa Barat,2
240005026,R. Intan Aryani (Baru),P,2024,Aktif,PRODI13,Riau,2
240005027,Nurul Wijayanti (Baru),L,2023,Aktif,PRODI10,Kepulauan Riau,1
240005028,Sutan Ibrani Wulandari,L,2024,Aktif,PRODI34,Kalimantan Utara,2
240005029,Devi Mangunsong (Baru),P,2022,Cuti,PRODI30,Jawa Timur,2
240005030,Ir. Ivan Tampubolon (Baru),P,2022,Nonaktif,PRODI36,Gorontalo,2
240005031,Hj. Zalindra Santoso (Baru),L,2024,Aktif,PRODI33,Nusa Tenggara Timur,2
240005032,Sutan Ega Rahimah (Baru),P,2021,Cuti,PRODI35,Banten,2
240005033,Kuncara Hasanah (Baru),L,2020,Lulus,PRODI16,Banten,2
240005034,Drs. Erik Permadi,L,2021,Aktif,PRODI09,Kalimantan Barat,1
240005035,Puti Ella Anggriawan,P,2021,Aktif,PRODI23,Sulawesi Tenggara,2
240005036,Dinda Wibowo (Baru),L,2020,Lulus,PRODI32,Nusa Tenggara Timur,2
240005037,Rendy Setiawan (Baru),L,2024,Aktif,PRODI11,Maluku Utara,2
240005038,Gandi Sirait,L,2023,Aktif,PRODI25,Bengkulu,2
240005039,Ir. Farah Wastuti,L,2024,Aktif,PRODI10,Gorontalo,1
240005040,Oliva Uyainah,L,2023,Aktif,PRODI09,Riau,1
240005041,Ani Kuswandari (Baru),P,2021,Aktif,PRODI16,Bangka Belitung,2
240005042,Paramita Lazuardi,P,2022,Aktif,PRODI32,Lampung,2
240005043,Budi Prastuti (Baru),P,2021,Aktif,PRODI27,Riau,2
240005044,Jamil Permadi (Baru),P,2021,Aktif,PRODI33,Gorontalo,2
240005045,Ir. Lamar Wahyuni (Baru),L,2020,Nonaktif,PRODI32,Kalimantan Tengah,2
240005046,Daliman Thamrin (Baru),P,2021,Aktif,PRODI14,Aceh,2
240005047,Galiono Latupono (Baru),P,2020,Lulus,PRODI34,Sulawesi Barat,2
240005048,Murti Santoso (Baru),P,2023,Aktif,PRODI14,Papua Barat,2
240005049,Sutan Akarsana Novitasari,P,2022,Aktif,PRODI25,Sulawesi Selatan,2
240005050,Hani Permadi (Baru),P,2020,Lulus,PRODI25,Bengkulu,2
240005051,Jais Winarsih (Baru),L,2023,Aktif,PRODI21,Kalimantan Barat,2
240005052,Taswir Agustina (Baru),P,2021,Aktif,PRODI12,Nusa Tenggara Timur,2
240005053,Nilam Purnawati (Baru),P,2022,Aktif,PRODI36,Jawa Timur,2
240005054,Julia Santoso (Baru),L,2020,Lulus,PRODI07,Jambi,2
240005055,Atmaja Wahyudin (Baru),L,2021,Aktif,PRODI10,Sulawesi Utara,1
240005056,Dalima Wahyuni,L,2021,Aktif,PRODI09,Kalimantan Tengah,1
240005057,Warsa Usada (Baru),P,2024,Aktif,PRODI04,Papua,1
240005058,H. Candrakanta Firmansyah,P,2023,Aktif,PRODI37,Jambi,2
240005059,Ir. Ulva Farida (Baru),L,2024,Aktif,PRODI12,Sumatera Utara,2
240005060,Ghani Nashiruddin (Baru),P,2024,Aktif,PRODI14,Kalimantan Tengah,2
240005061,Vino Gunarto (Baru),P,2021,Aktif,PRODI36,Kalimantan Tengah,2
240005062,Gangsar Padmasari,P,2022,Aktif,PRODI09,Jambi,1
240005063,Ilyas Yuliarti (Baru),P,2021,Aktif,PRODI30,Lampung,2
240005064,Wahyu Sirait (Baru),L,2024,Aktif,PRODI13,Papua Barat,2
240005065,Drs. Umi Hassanah (Baru),L,2024,Cuti,PRODI36,Maluku Utara,2
240005066,Tira Narpati (Baru),P,2023,Aktif,PRODI21,Banten,2
240005067,Febi Pradana (Baru),P,2024,Aktif,PRODI18,Jambi,2
240005068,Kacung Utami,P,2023,Aktif,PRODI07,Banten,2
240005069,Raden Kurniawan (Baru),P,2020,Lulus,PRODI14,Jawa Tengah,2
240005070,Suci Sudiati (Baru),L,2023,Aktif,PRODI23,Kalimantan Tengah,2
240005071,Faizah Megantara (Baru),P,2021,Aktif,PRODI29,Maluku Utara,2
240005072,Kasiran Simanjuntak (Baru),L,2024,Aktif,PRODI13,Kepulauan Riau,2
240005073,Puti Yulia Mulyani (Baru),L,2020,Nonaktif,PRODI13,Maluku,2
240005074,Genta Uyainah (Baru),P,2020,Aktif,PRODI07,Jawa Timur,2
240005075,Dian Prasetya (Baru),L,2024,Aktif,PRODI18,Banten,2
240005076,Tgk. Faizah Utama,P,2020,Lulus,PRODI18,Kalimantan Tengah,2
240005077,drg. Setya Pratama,L,2021,Aktif,PRODI23,Jawa Tengah,2
240005078,Kunthara Purnawati (Baru),P,2020,Lulus,PRODI10,Kalimantan Timur,1
240005079,Yuliana Damanik (Baru),L,2023,Aktif,PRODI32,Bangka Belitung,2
240005080,Fitriani Nurdiyanti (Baru),P,2021,Aktif,PRODI14,Sumatera Utara,2
240005081,Kanda Lazuardi (Baru),L,2023,Aktif,PRODI09,Nusa Tenggara Barat,1
240005082,R.A. Salimah Nuraini (Baru),P,2021,Aktif,PRODI12,Nusa Tenggara Barat,2
240005083,Gatra Maheswara,P,2024,Aktif,PRODI25,Banten,2
240005084,Ani Megantara (Baru),L,2024,Aktif,PRODI10,Sumatera Utara,1
240005085,Harsaya Utama (Baru),L,2024,Cuti,PRODI36,Sumatera Utara,2
240005086,Prasetya Nuraini (Baru),P,2024,Aktif,PRODI14,Kalimantan Barat,2
240005087,Harja Nugroho (Baru),P,2023,Aktif,PRODI35,Sulawesi Utara,2
240005088,drg. Teguh Setiawan (Baru),L,2022,Aktif,PRODI14,Kalimantan Timur,2
240005089,Edward Permadi,L,2021,Nonaktif,PRODI25,Jawa Barat,2
240005090,Kasusra Wahyuni (Baru),P,2020,Lulus,PRODI33,Papua,2
240005091,Latika Melani (Baru),L,2020,Lulus,PRODI16,Kalimantan Selatan,2
240005092,Novi Aryani (Baru),P,2021,Aktif,PRODI25,Nusa Tenggara Barat,2
240005093,Ratna Marpaung (Baru),L,2020,Lulus,PRODI37,Gorontalo,2
240005094,Nasim Purnawati (Baru),L,2020,Lulus,PRODI25,Sulawesi Tenggara,2
